timestamp,open,high,low,close,volume
2015-01-02 00:00:00.000000,27.84749984741211,27.860000610351562,26.837499618530273,27.332500457763672,212818400.0
2015-01-05 00:00:00.000000,27.072500228881836,27.162500381469727,26.352500915527344,26.5625,257142000.0
2015-01-06 00:00:00.000000,26.635000228881836,26.857500076293945,26.157499313354492,26.565000534057617,263188400.0
2015-01-07 00:00:00.000000,26.799999237060547,27.049999237060547,26.674999237060547,26.9375,160423600.0
2015-01-08 00:00:00.000000,27.3075008392334,28.037500381469727,27.174999237060547,27.97249984741211,237458000.0
2015-01-09 00:00:00.000000,28.167499542236328,28.3125,27.552499771118164,28.002500534057617,214798000.0
2015-01-12 00:00:00.000000,28.149999618530273,28.157499313354492,27.200000762939453,27.3125,198603200.0
2015-01-13 00:00:00.000000,27.857500076293945,28.200000762939453,27.227500915527344,27.55500030517578,268367600.0
2015-01-14 00:00:00.000000,27.260000228881836,27.622499465942383,27.125,27.450000762939453,195826400.0
2015-01-15 00:00:00.000000,27.5,27.514999389648438,26.665000915527344,26.704999923706055,240056000.0
2015-01-16 00:00:00.000000,26.75749969482422,26.895000457763672,26.299999237060547,26.497499465942383,314053200.0
2015-01-20 00:00:00.000000,26.959999084472656,27.24250030517578,26.625,27.18000030517578,199599600.0
2015-01-21 00:00:00.000000,27.237499237060547,27.764999389648438,27.0674991607666,27.387500762939453,194303600.0
2015-01-22 00:00:00.000000,27.565000534057617,28.11750030517578,27.43000030517578,28.100000381469727,215185600.0
2015-01-23 00:00:00.000000,28.075000762939453,28.4375,27.88249969482422,28.2450008392334,185859200.0
2015-01-26 00:00:00.000000,28.434999465942383,28.59000015258789,28.200000762939453,28.274999618530273,222460000.0
2015-01-27 00:00:00.000000,28.104999542236328,28.1200008392334,27.25749969482422,27.28499984741211,382274800.0
2015-01-28 00:00:00.000000,29.407499313354492,29.530000686645508,28.827499389648438,28.827499389648438,585908400.0
2015-01-29 00:00:00.000000,29.079999923706055,29.797500610351562,28.889999389648438,29.725000381469727,337745600.0
2015-01-30 00:00:00.000000,29.600000381469727,30.0,29.212499618530273,29.290000915527344,334982000.0
2015-02-02 00:00:00.000000,29.512500762939453,29.792499542236328,29.020000457763672,29.657499313354492,250956400.0
2015-02-03 00:00:00.000000,29.625,29.772499084472656,29.40250015258789,29.662500381469727,207662800.0
2015-02-04 00:00:00.000000,29.625,30.127500534057617,29.577499389648438,29.889999389648438,280598800.0
2015-02-05 00:00:00.000000,30.0049991607666,30.0575008392334,29.8125,29.985000610351562,168984800.0
2015-02-06 00:00:00.000000,30.0049991607666,30.0625,29.612499237060547,29.732500076293945,174826400.0
2015-02-09 00:00:00.000000,29.637500762939453,29.959999084472656,29.607500076293945,29.93000030517578,155559200.0
2015-02-10 00:00:00.000000,30.042499542236328,30.537500381469727,30.040000915527344,30.5049991607666,248034000.0
2015-02-11 00:00:00.000000,30.6924991607666,31.229999542236328,30.625,31.219999313354492,294247200.0
2015-02-12 00:00:00.000000,31.514999389648438,31.8700008392334,31.392499923706055,31.614999771118164,297898000.0
2015-02-13 00:00:00.000000,31.81999969482422,31.81999969482422,31.412500381469727,31.770000457763672,217088800.0
2015-02-17 00:00:00.000000,31.872499465942383,32.220001220703125,31.729999542236328,31.957500457763672,252609600.0
2015-02-18 00:00:00.000000,31.907499313354492,32.19499969482422,31.862499237060547,32.18000030517578,179566800.0
2015-02-19 00:00:00.000000,32.119998931884766,32.25749969482422,32.08250045776367,32.11249923706055,149449600.0
2015-02-20 00:00:00.000000,32.154998779296875,32.375,32.01250076293945,32.375,195793600.0
2015-02-23 00:00:00.000000,32.505001068115234,33.25,32.415000915527344,33.25,283896400.0
2015-02-24 00:00:00.000000,33.23500061035156,33.400001525878906,32.79249954223633,33.04249954223633,276912400.0
2015-02-25 00:00:00.000000,32.88999938964844,32.900001525878906,32.037498474121094,32.1974983215332,298846800.0
2015-02-26 00:00:00.000000,32.1974983215332,32.717498779296875,31.65250015258789,32.60499954223633,365150000.0
2015-02-27 00:00:00.000000,32.5,32.64250183105469,32.060001373291016,32.1150016784668,248059200.0
2015-03-02 00:00:00.000000,32.3125,32.56999969482422,32.07500076293945,32.272499084472656,192386800.0
2015-03-03 00:00:00.000000,32.2400016784668,32.380001068115234,32.022499084472656,32.34000015258789,151265200.0
2015-03-04 00:00:00.000000,32.275001525878906,32.38999938964844,32.08000183105469,32.1349983215332,126665200.0
2015-03-05 00:00:00.000000,32.14500045776367,32.1875,31.440000534057617,31.602500915527344,226068400.0
2015-03-06 00:00:00.000000,32.099998474121094,32.342498779296875,31.565000534057617,31.649999618530273,291368400.0
2015-03-09 00:00:00.000000,31.989999771118164,32.39250183105469,31.264999389648438,31.78499984741211,354114000.0
